# Simulator: Gillespie's Stochastic Algorithm
# Number of data points: 1440
# Number of independent replications: 1
# Stop time: 144.0
# Start time: 0.0
# Model Parameters
# Run time = 1.3589999675750732
# Time, "GI:ZTL", "GI_mRNA", "GI_prot", "LHY_mRNA", "LHY_prot", "LHY_prot_modif", "P", "PRR5_NI_mRNA", "PRR5_NI_prot", "PRR7_mRNA", "PRR7_prot", "PRR9_mRNA", "PRR9_prot", "TOC1_mRNA", "TOC1_prot", "TOC1_prot_modif", "Y_mRNA", "Y_prot", "ZTL", "light"
11.808200138985407, 139.0, 204.0, 28.0, 0.0, 7.0, 8.0, 3.0, 94.0, 98.0, 26.0, 62.0, 2.0, 12.0, 148.0, 0.0, 4.0, 297.0, 270.0, 6.0, 0.6829147661170913
11.908269631688674, 141.0, 199.0, 28.0, 0.0, 7.0, 8.0, 4.0, 93.0, 98.0, 26.0, 61.0, 4.0, 10.0, 149.0, 0.0, 4.0, 289.0, 274.0, 6.0, 0.5907148889172027
12.00833912439194, 138.0, 193.0, 34.0, 0.0, 7.0, 8.0, 4.0, 96.0, 93.0, 25.0, 61.0, 5.0, 9.0, 151.0, 0.0, 4.0, 285.0, 282.0, 12.0, 0.4916616487367216
12.108408617095206, 141.0, 182.0, 35.0, 0.0, 7.0, 8.0, 6.0, 92.0, 91.0, 24.0, 60.0, 5.0, 7.0, 152.0, 0.0, 4.0, 288.0, 280.0, 13.0, 0.393258788859007
12.208478109798472, 135.0, 171.0, 36.0, 0.0, 7.0, 8.0, 8.0, 93.0, 88.0, 24.0, 55.0, 5.0, 5.0, 164.0, 0.0, 4.0, 289.0, 287.0, 15.0, 0.30281844157467497
12.308547602501738, 135.0, 166.0, 41.0, 0.0, 7.0, 7.0, 9.0, 95.0, 82.0, 24.0, 49.0, 5.0, 5.0, 162.0, 0.0, 4.0, 276.0, 285.0, 15.0, 0.22544884761337525
12.408617095205004, 134.0, 157.0, 43.0, 0.0, 7.0, 7.0, 12.0, 97.0, 82.0, 22.0, 49.0, 6.0, 6.0, 163.0, 0.0, 4.0, 266.0, 285.0, 21.0, 0.16321915697877953
12.50868658790827, 134.0, 148.0, 44.0, 0.0, 7.0, 7.0, 13.0, 95.0, 81.0, 22.0, 48.0, 7.0, 4.0, 163.0, 0.0, 4.0, 248.0, 281.0, 22.0, 0.11560277484503967
12.608756080611537, 134.0, 133.0, 46.0, 0.0, 6.0, 7.0, 18.0, 95.0, 85.0, 21.0, 44.0, 7.0, 5.0, 162.0, 0.0, 4.0, 231.0, 290.0, 21.0, 0.08054061192871109
12.708825573314803, 127.0, 123.0, 52.0, 0.0, 6.0, 7.0, 23.0, 96.0, 83.0, 21.0, 44.0, 7.0, 3.0, 157.0, 0.0, 4.0, 220.0, 292.0, 25.0, 0.05544605190154628
12.808895066018069, 120.0, 112.0, 59.0, 0.0, 6.0, 6.0, 27.0, 93.0, 80.0, 21.0, 39.0, 6.0, 2.0, 166.0, 0.0, 4.0, 206.0, 294.0, 29.0, 0.03784851127520361
12.908964558721335, 121.0, 100.0, 58.0, 0.0, 6.0, 6.0, 30.0, 89.0, 80.0, 19.0, 39.0, 6.0, 1.0, 171.0, 0.0, 3.0, 191.0, 293.0, 29.0, 0.025684230763536542
13.009034051424601, 113.0, 91.0, 66.0, 0.0, 6.0, 6.0, 32.0, 90.0, 83.0, 17.0, 36.0, 6.0, 2.0, 167.0, 0.0, 3.0, 181.0, 298.0, 33.0, 0.017358940900614517
13.109103544127867, 106.0, 81.0, 68.0, 0.0, 5.0, 6.0, 36.0, 85.0, 82.0, 17.0, 32.0, 5.0, 2.0, 165.0, 0.0, 3.0, 175.0, 295.0, 35.0, 0.011699806632464727
13.209173036831134, 102.0, 71.0, 71.0, 0.0, 5.0, 5.0, 37.0, 79.0, 77.0, 16.0, 31.0, 5.0, 1.0, 169.0, 0.0, 3.0, 180.0, 287.0, 38.0, 0.007870811590759641
13.3092425295344, 99.0, 64.0, 73.0, 0.0, 5.0, 5.0, 38.0, 76.0, 74.0, 16.0, 31.0, 4.0, 1.0, 168.0, 0.0, 3.0, 175.0, 284.0, 39.0, 0.005288226330207313
13.409312022237666, 97.0, 53.0, 74.0, 0.0, 5.0, 5.0, 40.0, 72.0, 74.0, 16.0, 30.0, 3.0, 2.0, 168.0, 0.0, 3.0, 161.0, 291.0, 37.0, 0.003550011568516198
13.509381514940932, 89.0, 49.0, 81.0, 0.0, 5.0, 5.0, 40.0, 68.0, 73.0, 15.0, 29.0, 3.0, 2.0, 173.0, 0.0, 3.0, 153.0, 292.0, 44.0, 0.00238177166216591
13.609451007644198, 85.0, 46.0, 83.0, 0.0, 5.0, 5.0, 42.0, 64.0, 73.0, 15.0, 26.0, 3.0, 4.0, 174.0, 0.0, 3.0, 160.0, 293.0, 44.0, 0.0015973605498408316
13.709520500347464, 79.0, 44.0, 86.0, 0.0, 5.0, 5.0, 44.0, 66.0, 72.0, 15.0, 26.0, 2.0, 3.0, 177.0, 0.0, 3.0, 160.0, 295.0, 47.0, 0.0010710095347820081
13.80958999305073, 75.0, 38.0, 93.0, 0.0, 5.0, 5.0, 44.0, 63.0, 73.0, 15.0, 23.0, 1.0, 3.0, 185.0, 0.0, 2.0, 160.0, 300.0, 52.0, 7.179732805338013E-4
13.909659485753997, 73.0, 36.0, 95.0, 0.0, 5.0, 5.0, 44.0, 62.0, 73.0, 15.0, 22.0, 1.0, 3.0, 182.0, 0.0, 2.0, 155.0, 306.0, 61.0, 4.812520989323499E-4
14.009728978457263, 67.0, 33.0, 95.0, 0.0, 5.0, 4.0, 45.0, 60.0, 70.0, 15.0, 20.0, 1.0, 2.0, 185.0, 0.0, 2.0, 152.0, 308.0, 62.0, 3.2255447529938586E-4
14.109798471160529, 64.0, 32.0, 98.0, 0.0, 5.0, 4.0, 47.0, 59.0, 73.0, 15.0, 17.0, 1.0, 1.0, 185.0, 0.0, 2.0, 145.0, 308.0, 63.0, 2.1617763896530917E-4
14.209867963863795, 62.0, 29.0, 98.0, 0.0, 5.0, 4.0, 51.0, 58.0, 75.0, 15.0, 17.0, 1.0, 1.0, 182.0, 0.0, 2.0, 154.0, 306.0, 60.0, 1.4487826147602245E-4
14.309937456567061, 59.0, 22.0, 100.0, 0.0, 5.0, 4.0, 51.0, 52.0, 76.0, 14.0, 14.0, 1.0, 1.0, 184.0, 0.0, 2.0, 153.0, 304.0, 58.0, 9.709245166500402E-5
14.410006949270327, 52.0, 17.0, 102.0, 0.0, 5.0, 4.0, 52.0, 48.0, 76.0, 13.0, 11.0, 1.0, 1.0, 186.0, 0.0, 2.0, 149.0, 305.0, 59.0, 6.506701194020081E-5
14.510076441973593, 47.0, 15.0, 104.0, 0.0, 5.0, 4.0, 56.0, 46.0, 75.0, 13.0, 10.0, 1.0, 1.0, 192.0, 0.0, 2.0, 144.0, 303.0, 58.0, 4.360453612833881E-5
14.61014593467686, 45.0, 14.0, 100.0, 0.0, 5.0, 3.0, 57.0, 45.0, 73.0, 12.0, 9.0, 1.0, 1.0, 196.0, 0.0, 2.0, 134.0, 297.0, 55.0, 2.9221291295844498E-5
14.710215427380126, 43.0, 11.0, 98.0, 0.0, 5.0, 3.0, 58.0, 43.0, 73.0, 11.0, 9.0, 0.0, 1.0, 203.0, 0.0, 2.0, 135.0, 297.0, 52.0, 1.95823620541824E-5
14.810284920083392, 40.0, 10.0, 98.0, 0.0, 5.0, 3.0, 58.0, 40.0, 74.0, 11.0, 8.0, 0.0, 1.0, 203.0, 0.0, 2.0, 125.0, 290.0, 45.0, 1.3122886338923223E-5
14.910354412786658, 37.0, 8.0, 100.0, 0.0, 5.0, 3.0, 61.0, 38.0, 70.0, 11.0, 9.0, 0.0, 1.0, 206.0, 0.0, 2.0, 124.0, 286.0, 49.0, 8.794127003108887E-6
15.010423905489924, 36.0, 8.0, 100.0, 0.0, 5.0, 3.0, 61.0, 35.0, 70.0, 11.0, 9.0, 0.0, 1.0, 208.0, 0.0, 2.0, 117.0, 284.0, 49.0, 5.893258336553409E-6
15.11049339819319, 34.0, 7.0, 98.0, 0.0, 5.0, 3.0, 61.0, 31.0, 71.0, 10.0, 10.0, 0.0, 0.0, 208.0, 0.0, 2.0, 127.0, 277.0, 51.0, 3.9492789422612695E-6
15.210562890896457, 31.0, 5.0, 98.0, 0.0, 5.0, 3.0, 61.0, 31.0, 69.0, 10.0, 11.0, 0.0, 0.0, 212.0, 0.0, 2.0, 128.0, 272.0, 54.0, 2.6465485259974386E-6
15.310632383599723, 29.0, 3.0, 97.0, 0.0, 4.0, 2.0, 64.0, 28.0, 67.0, 8.0, 13.0, 0.0, 0.0, 215.0, 0.0, 2.0, 129.0, 275.0, 55.0, 1.7735430172249878E-6
15.410701876302989, 29.0, 3.0, 95.0, 0.0, 4.0, 2.0, 65.0, 29.0, 64.0, 8.0, 12.0, 0.0, 0.0, 212.0, 0.0, 2.0, 128.0, 275.0, 49.0, 1.1885117155996383E-6
15.510771369006255, 29.0, 3.0, 93.0, 0.0, 4.0, 2.0, 65.0, 28.0, 62.0, 8.0, 12.0, 0.0, 0.0, 217.0, 0.0, 2.0, 134.0, 275.0, 46.0, 7.964621172584785E-7
15.610840861709521, 27.0, 3.0, 93.0, 0.0, 4.0, 2.0, 66.0, 26.0, 60.0, 8.0, 12.0, 0.0, 0.0, 225.0, 0.0, 2.0, 126.0, 271.0, 46.0, 5.33736281171926E-7
15.710910354412787, 26.0, 2.0, 94.0, 0.0, 4.0, 2.0, 66.0, 27.0, 59.0, 8.0, 11.0, 0.0, 0.0, 224.0, 0.0, 2.0, 123.0, 269.0, 43.0, 3.5767475670134274E-7
15.810979847116053, 25.0, 2.0, 93.0, 0.0, 4.0, 2.0, 66.0, 26.0, 56.0, 7.0, 6.0, 0.0, 0.0, 217.0, 0.0, 2.0, 125.0, 259.0, 40.0, 2.3968995493950374E-7
15.91104933981932, 24.0, 2.0, 93.0, 0.0, 4.0, 2.0, 70.0, 23.0, 52.0, 7.0, 6.0, 0.0, 0.0, 221.0, 0.0, 2.0, 128.0, 257.0, 35.0, 1.6062434404773285E-7
16.011118832522587, 24.0, 2.0, 90.0, 0.0, 3.0, 2.0, 70.0, 23.0, 49.0, 7.0, 6.0, 0.0, 0.0, 222.0, 0.0, 2.0, 125.0, 255.0, 36.0, 1.0763980590189348E-7
16.111188325225854, 24.0, 2.0, 88.0, 0.0, 2.0, 2.0, 72.0, 22.0, 48.0, 7.0, 6.0, 0.0, 0.0, 220.0, 0.0, 1.0, 124.0, 252.0, 35.0, 7.213307939846203E-8
16.21125781792912, 23.0, 2.0, 87.0, 0.0, 2.0, 2.0, 74.0, 20.0, 47.0, 7.0, 8.0, 0.0, 0.0, 222.0, 0.0, 1.0, 125.0, 248.0, 40.0, 4.8338827773886095E-8
16.311327310632386, 23.0, 2.0, 86.0, 0.0, 2.0, 2.0, 74.0, 20.0, 44.0, 7.0, 8.0, 0.0, 0.0, 225.0, 0.0, 1.0, 129.0, 249.0, 37.0, 3.2393504378891436E-8
16.411396803335652, 19.0, 2.0, 85.0, 0.0, 2.0, 2.0, 75.0, 20.0, 39.0, 6.0, 8.0, 0.0, 0.0, 225.0, 0.0, 1.0, 126.0, 245.0, 38.0, 2.1708016662014273E-8
16.51146629603892, 18.0, 2.0, 85.0, 0.0, 2.0, 2.0, 75.0, 18.0, 39.0, 5.0, 8.0, 0.0, 0.0, 228.0, 0.0, 1.0, 126.0, 243.0, 37.0, 1.4547328508474067E-8
16.611535788742184, 16.0, 2.0, 84.0, 0.0, 1.0, 2.0, 75.0, 18.0, 42.0, 5.0, 8.0, 0.0, 0.0, 228.0, 0.0, 1.0, 128.0, 242.0, 38.0, 9.748736373715872E-9
16.71160528144545, 15.0, 2.0, 84.0, 0.0, 1.0, 2.0, 75.0, 18.0, 39.0, 5.0, 9.0, 0.0, 0.0, 227.0, 0.0, 1.0, 124.0, 245.0, 33.0, 6.533077301362766E-9
16.811674774148717, 14.0, 1.0, 82.0, 0.0, 1.0, 2.0, 75.0, 18.0, 38.0, 5.0, 8.0, 0.0, 0.0, 226.0, 0.0, 1.0, 131.0, 249.0, 35.0, 4.378214901734623E-9
16.911744266851983, 12.0, 1.0, 81.0, 0.0, 1.0, 2.0, 76.0, 18.0, 38.0, 5.0, 8.0, 0.0, 0.0, 229.0, 0.0, 1.0, 133.0, 251.0, 37.0, 2.9342572260837585E-9
17.01181375955525, 10.0, 1.0, 82.0, 0.0, 1.0, 2.0, 77.0, 17.0, 37.0, 4.0, 7.0, 0.0, 0.0, 235.0, 0.0, 1.0, 135.0, 243.0, 41.0, 1.9667441564230614E-9
17.111883252258515, 10.0, 1.0, 80.0, 0.0, 1.0, 2.0, 78.0, 17.0, 37.0, 3.0, 6.0, 0.0, 0.0, 229.0, 0.0, 1.0, 139.0, 239.0, 39.0, 1.3185776359669887E-9
17.21195274496178, 9.0, 1.0, 80.0, 0.0, 1.0, 2.0, 78.0, 16.0, 35.0, 3.0, 6.0, 0.0, 0.0, 234.0, 0.0, 1.0, 135.0, 244.0, 38.0, 8.845126298062667E-10
17.312022237665047, 9.0, 1.0, 79.0, 0.0, 1.0, 2.0, 78.0, 16.0, 34.0, 3.0, 4.0, 0.0, 0.0, 235.0, 0.0, 1.0, 137.0, 243.0, 40.0, 5.940687941574652E-10
17.412091730368314, 9.0, 1.0, 79.0, 0.0, 1.0, 2.0, 78.0, 15.0, 31.0, 3.0, 4.0, 0.0, 0.0, 231.0, 0.0, 1.0, 141.0, 241.0, 40.0, 4.0008574231364946E-10
17.51216122307158, 9.0, 1.0, 77.0, 0.0, 1.0, 2.0, 78.0, 15.0, 30.0, 3.0, 4.0, 0.0, 0.0, 235.0, 0.0, 1.0, 153.0, 238.0, 41.0, 2.71066002976994E-10
17.612230715774846, 9.0, 1.0, 74.0, 0.0, 1.0, 2.0, 79.0, 14.0, 29.0, 3.0, 3.0, 0.0, 0.0, 242.0, 0.0, 1.0, 154.0, 234.0, 36.0, 1.8606005625088073E-10
17.712300208478112, 8.0, 1.0, 73.0, 0.0, 1.0, 2.0, 79.0, 14.0, 29.0, 3.0, 3.0, 0.0, 0.0, 244.0, 0.0, 1.0, 165.0, 225.0, 37.0, 1.3126522091511106E-10
17.812369701181378, 6.0, 1.0, 73.0, 0.0, 1.0, 2.0, 80.0, 13.0, 29.0, 3.0, 3.0, 0.0, 0.0, 238.0, 0.0, 1.0, 163.0, 225.0, 37.0, 9.778444720609514E-11
17.912439193884644, 6.0, 1.0, 70.0, 0.0, 1.0, 1.0, 80.0, 11.0, 27.0, 3.0, 3.0, 0.0, 0.0, 242.0, 0.0, 1.0, 169.0, 221.0, 34.0, 8.018113950569727E-11
18.01250868658791, 6.0, 0.0, 67.0, 0.0, 1.0, 1.0, 81.0, 11.0, 26.0, 3.0, 2.0, 0.0, 0.0, 240.0, 0.0, 1.0, 171.0, 225.0, 37.0, 7.55971951704737E-11
18.112578179291177, 5.0, 0.0, 68.0, 0.0, 1.0, 1.0, 82.0, 11.0, 25.0, 3.0, 2.0, 0.0, 0.0, 239.0, 0.0, 1.0, 166.0, 225.0, 38.0, 8.328826517356447E-11
18.212647671994443, 4.0, 0.0, 67.0, 0.0, 1.0, 1.0, 82.0, 11.0, 22.0, 3.0, 2.0, 0.0, 0.0, 231.0, 0.0, 1.0, 161.0, 226.0, 38.0, 1.045030173507655E-10
18.31271716469771, 3.0, 0.0, 66.0, 0.0, 1.0, 1.0, 83.0, 10.0, 20.0, 3.0, 2.0, 0.0, 0.0, 235.0, 0.0, 1.0, 149.0, 231.0, 41.0, 1.4268625170288374E-10
18.412786657400975, 3.0, 0.0, 63.0, 0.0, 1.0, 1.0, 84.0, 10.0, 19.0, 3.0, 2.0, 0.0, 0.0, 240.0, 0.0, 1.0, 147.0, 226.0, 42.0, 2.0403778666633343E-10
18.51285615010424, 3.0, 0.0, 61.0, 0.0, 1.0, 1.0, 86.0, 10.0, 20.0, 3.0, 2.0, 0.0, 0.0, 246.0, 0.0, 1.0, 143.0, 224.0, 46.0, 2.985197644633786E-10
18.612925642807507, 3.0, 0.0, 58.0, 0.0, 1.0, 1.0, 86.0, 9.0, 20.0, 3.0, 3.0, 0.0, 0.0, 247.0, 0.0, 1.0, 146.0, 226.0, 45.0, 4.414733023594408E-10
18.712995135510774, 3.0, 0.0, 57.0, 0.0, 1.0, 1.0, 86.0, 9.0, 19.0, 3.0, 3.0, 0.0, 0.0, 248.0, 0.0, 1.0, 151.0, 229.0, 44.0, 6.561102217084169E-10
18.81306462821404, 3.0, 0.0, 56.0, 0.0, 1.0, 1.0, 87.0, 9.0, 18.0, 3.0, 3.0, 0.0, 0.0, 241.0, 0.0, 1.0, 138.0, 230.0, 45.0, 9.772819220543738E-10
18.913134120917306, 2.0, 0.0, 56.0, 0.0, 1.0, 1.0, 89.0, 9.0, 16.0, 3.0, 3.0, 0.0, 0.0, 237.0, 0.0, 1.0, 141.0, 231.0, 45.0, 1.4571380213546092E-9
19.013203613620572, 2.0, 0.0, 54.0, 0.0, 1.0, 1.0, 89.0, 7.0, 16.0, 3.0, 3.0, 0.0, 0.0, 236.0, 0.0, 1.0, 137.0, 231.0, 47.0, 2.1735941935219216E-9
19.113273106323838, 2.0, 0.0, 51.0, 0.0, 1.0, 1.0, 89.0, 6.0, 16.0, 3.0, 3.0, 0.0, 0.0, 237.0, 0.0, 1.0, 135.0, 232.0, 43.0, 3.242983714901726E-9
19.213342599027104, 2.0, 0.0, 51.0, 0.0, 1.0, 1.0, 89.0, 6.0, 14.0, 3.0, 3.0, 0.0, 0.0, 235.0, 0.0, 1.0, 143.0, 232.0, 43.0, 4.838946798813026E-9
19.31341209173037, 2.0, 0.0, 49.0, 0.0, 1.0, 1.0, 89.0, 6.0, 13.0, 3.0, 3.0, 0.0, 0.0, 230.0, 0.0, 1.0, 142.0, 229.0, 44.0, 7.2206251533479815E-9
19.413481584433637, 2.0, 0.0, 46.0, 0.0, 1.0, 1.0, 90.0, 6.0, 13.0, 3.0, 2.0, 0.0, 0.0, 229.0, 0.0, 1.0, 145.0, 227.0, 43.0, 1.0774739378494047E-8
19.513551077136903, 2.0, 0.0, 45.0, 0.0, 1.0, 1.0, 91.0, 6.0, 12.0, 3.0, 1.0, 0.0, 0.0, 228.0, 0.0, 1.0, 138.0, 229.0, 43.0, 1.607838207018375E-8
19.61362056984017, 2.0, 0.0, 43.0, 0.0, 1.0, 1.0, 92.0, 5.0, 12.0, 3.0, 1.0, 0.0, 0.0, 222.0, 0.0, 1.0, 136.0, 226.0, 38.0, 2.399272280850795E-8
19.713690062543435, 2.0, 0.0, 42.0, 0.0, 1.0, 1.0, 92.0, 5.0, 11.0, 3.0, 1.0, 0.0, 0.0, 218.0, 0.0, 1.0, 133.0, 219.0, 41.0, 3.580283791659866E-8
19.8137595552467, 2.0, 0.0, 42.0, 0.0, 1.0, 1.0, 92.0, 5.0, 11.0, 3.0, 1.0, 0.0, 0.0, 218.0, 0.0, 1.0, 128.0, 219.0, 41.0, 5.342637315886023E-8
19.913829047949967, 2.0, 0.0, 41.0, 0.0, 1.0, 1.0, 92.0, 5.0, 11.0, 3.0, 1.0, 0.0, 0.0, 221.0, 0.0, 1.0, 121.0, 219.0, 39.0, 7.972491711250029E-8
20.013898540653233, 1.0, 0.0, 41.0, 0.0, 1.0, 1.0, 92.0, 5.0, 11.0, 3.0, 1.0, 0.0, 0.0, 222.0, 0.0, 1.0, 120.0, 214.0, 39.0, 1.1896864621219194E-7
20.1139680333565, 1.0, 0.0, 40.0, 0.0, 1.0, 1.0, 92.0, 4.0, 11.0, 3.0, 1.0, 0.0, 0.0, 222.0, 0.0, 1.0, 122.0, 211.0, 42.0, 1.7752968561879356E-7
20.214037526059766, 1.0, 0.0, 40.0, 0.0, 1.0, 1.0, 92.0, 3.0, 9.0, 3.0, 1.0, 0.0, 0.0, 222.0, 0.0, 1.0, 122.0, 208.0, 46.0, 2.6491676874407233E-7
20.314107018763032, 1.0, 0.0, 40.0, 0.0, 1.0, 1.0, 92.0, 3.0, 9.0, 3.0, 1.0, 0.0, 0.0, 217.0, 0.0, 1.0, 122.0, 203.0, 44.0, 3.9531919437951757E-7
20.414176511466298, 1.0, 0.0, 40.0, 0.0, 1.0, 1.0, 92.0, 3.0, 9.0, 3.0, 1.0, 0.0, 0.0, 214.0, 0.0, 1.0, 123.0, 205.0, 43.0, 5.899107752282973E-7
20.514246004169564, 1.0, 0.0, 39.0, 0.0, 1.0, 1.0, 92.0, 3.0, 8.0, 2.0, 0.0, 0.0, 0.0, 212.0, 0.0, 1.0, 114.0, 200.0, 43.0, 8.802878666003267E-7
20.61431549687283, 1.0, 0.0, 39.0, 0.0, 1.0, 1.0, 92.0, 3.0, 8.0, 2.0, 0.0, 0.0, 0.0, 214.0, 0.0, 1.0, 117.0, 204.0, 46.0, 1.3135997017910128E-6
20.714384989576097, 1.0, 0.0, 37.0, 0.0, 1.0, 1.0, 92.0, 3.0, 8.0, 2.0, 0.0, 0.0, 0.0, 214.0, 0.0, 1.0, 116.0, 204.0, 46.0, 1.960204013606859E-6
20.814454482279363, 1.0, 0.0, 37.0, 0.0, 1.0, 1.0, 92.0, 2.0, 7.0, 2.0, 0.0, 0.0, 0.0, 207.0, 0.0, 1.0, 117.0, 205.0, 41.0, 2.9250909146516513E-6
20.91452397498263, 1.0, 0.0, 37.0, 0.0, 1.0, 1.0, 92.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0, 206.0, 0.0, 1.0, 116.0, 208.0, 38.0, 4.364929740374723E-6
21.014593467685895, 1.0, 0.0, 36.0, 0.0, 1.0, 1.0, 93.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0, 206.0, 0.0, 1.0, 119.0, 209.0, 39.0, 6.513506311978112E-6
21.11466296038916, 1.0, 0.0, 34.0, 0.0, 1.0, 1.0, 94.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0, 209.0, 0.0, 1.0, 114.0, 205.0, 38.0, 9.719679841535545E-6
21.214732453092427, 1.0, 0.0, 33.0, 0.0, 1.0, 1.0, 94.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0, 212.0, 0.0, 1.0, 107.0, 207.0, 39.0, 1.4504020200645229E-5
21.314801945795693, 1.0, 0.0, 33.0, 0.0, 1.0, 1.0, 94.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0, 209.0, 0.0, 1.0, 113.0, 202.0, 43.0, 2.1643316445996152E-5
21.41487143849896, 1.0, 0.0, 32.0, 0.0, 1.0, 1.0, 94.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 203.0, 0.0, 1.0, 115.0, 196.0, 41.0, 3.229666631282546E-5
21.514940931202226, 1.0, 0.0, 32.0, 0.0, 1.0, 1.0, 94.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 205.0, 0.0, 1.0, 114.0, 194.0, 38.0, 4.8193593053413863E-5
21.615010423905492, 1.0, 0.0, 32.0, 0.0, 1.0, 1.0, 95.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 199.0, 0.0, 1.0, 117.0, 189.0, 36.0, 7.191467424522147E-5
21.715079916608758, 1.0, 0.0, 32.0, 0.0, 1.0, 1.0, 95.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 203.0, 0.0, 1.0, 116.0, 192.0, 34.0, 1.0731011445558325E-4
21.815149409312024, 1.0, 0.0, 32.0, 0.0, 1.0, 1.0, 95.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 201.0, 0.0, 1.0, 121.0, 196.0, 36.0, 1.6012392688546928E-4
21.91521890201529, 1.0, 0.0, 32.0, 0.0, 1.0, 1.0, 97.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 202.0, 0.0, 1.0, 130.0, 195.0, 30.0, 2.3892440696959838E-4
22.015288394718556, 1.0, 0.0, 32.0, 0.0, 1.0, 1.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 201.0, 0.0, 1.0, 132.0, 189.0, 29.0, 3.564904968810234E-4
22.115357887421823, 0.0, 0.0, 33.0, 0.0, 1.0, 1.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 198.0, 0.0, 1.0, 135.0, 186.0, 32.0, 5.318758462040107E-4
22.21542738012509, 0.0, 0.0, 32.0, 0.0, 1.0, 1.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 197.0, 0.0, 1.0, 134.0, 189.0, 33.0, 7.934783735744078E-4
22.315496872828355, 0.0, 0.0, 32.0, 0.0, 1.0, 1.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 199.0, 0.0, 1.0, 132.0, 191.0, 34.0, 0.0011835974319636677
22.41556636553162, 0.0, 0.0, 31.0, 0.0, 1.0, 1.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 195.0, 0.0, 1.0, 141.0, 186.0, 31.0, 0.001765182349105221
22.515635858234887, 0.0, 0.0, 31.0, 0.0, 1.0, 0.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 199.0, 0.0, 1.0, 143.0, 184.0, 30.0, 0.0026317879778801068
22.615705350938153, 0.0, 0.0, 30.0, 0.0, 1.0, 0.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 206.0, 0.0, 1.0, 137.0, 186.0, 33.0, 0.003922176754010465
22.71577484364142, 0.0, 0.0, 30.0, 0.0, 1.0, 0.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 205.0, 0.0, 1.0, 136.0, 187.0, 35.0, 0.005841548852297318
22.815844336344686, 0.0, 1.0, 29.0, 0.0, 1.0, 0.0, 97.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 199.0, 0.0, 1.0, 136.0, 192.0, 37.0, 0.00869199626219963
22.915913829047952, 2.0, 1.0, 23.0, 0.0, 1.0, 0.0, 97.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 200.0, 0.0, 1.0, 133.0, 191.0, 37.0, 0.012915281036174064
23.015983321751218, 2.0, 2.0, 23.0, 0.0, 1.0, 0.0, 97.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 200.0, 0.0, 1.0, 126.0, 193.0, 40.0, 0.019150941328858972
23.116052814454484, 3.0, 4.0, 22.0, 0.0, 1.0, 0.0, 97.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 194.0, 0.0, 1.0, 120.0, 193.0, 43.0, 0.028310907307633637
23.21612230715775, 3.0, 4.0, 22.0, 0.0, 1.0, 0.0, 97.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 204.0, 0.0, 1.0, 124.0, 192.0, 37.0, 0.041666005603772094
23.316191799861016, 2.0, 6.0, 22.0, 0.0, 1.0, 0.0, 96.0, 0.0, 2.0, 2.0, 1.0, 5.0, 0.0, 202.0, 0.0, 1.0, 135.0, 187.0, 37.0, 0.060926084092599364
23.416261292564283, 4.0, 7.0, 20.0, 2.0, 1.0, 0.0, 96.0, 0.0, 2.0, 2.0, 2.0, 5.0, 0.0, 209.0, 0.0, 1.0, 133.0, 184.0, 31.0, 0.08826909581604092
23.51633078526755, 6.0, 12.0, 17.0, 2.0, 1.0, 0.0, 96.0, 0.0, 2.0, 2.0, 1.0, 6.0, 0.0, 204.0, 0.0, 1.0, 141.0, 186.0, 28.0, 0.12623382560349172
23.616400277970815, 10.0, 23.0, 14.0, 2.0, 1.0, 0.0, 94.0, 0.0, 2.0, 2.0, 1.0, 10.0, 0.0, 205.0, 0.0, 1.0, 144.0, 189.0, 25.0, 0.17735098735940957
